id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
233,8000,3,7.97,250.59,A,A5,80,2 years,1,85000,1,2017/5/1,0,10,729,14,20.84,0,750,754,14,0,0,10884,21.1,38,0,0,Jan-05,11,1,0,2,4,4,4,9,14,11,24,4,14,0,0,0,5
234,4000,3,19.97,148.6,D,D5,857,5 years,0,150000,2,2013/12/1,0,5,271,35,6.32,0,670,674,9,0,0,12188,84.1,34,1,0,May-92,434,1,3,4,5,5,5,8,11,6,18,5,9,0,0,0,6
235,7200,3,10.49,233.99,B,B3,148,9 years,1,56000,0,2015/2/1,0,0,242,8,3.58,0,670,674,2,0,0,7142,92.8,4,0,0,Aug-06,0,1,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0
236,15000,5,18.99,389.03,D,D3,2888,5 years,2,132000,0,2017/2/1,1,2,123,12,17.84,0,680,684,12,0,0,20512,99.6,37,0,0,Mar-99,5,1,0,1,2,2,1,3,32,2,4,2,12,0,0,0,0
237,4800,3,14.09,164.27,B,B5,334176,10+ years,1,30000,1,2012/9/1,0,10,74,30,24.1,1,665,669,9,1,0,2923,31.8,32,1,0,Aug-88,287,1,3,3,4,4,4,10,14,6,17,4,9,0,0,1,7
238,6600,3,14.49,227.15,C,C4,18350,< 1 year,1,19656,1,2014/8/1,0,0,89,3,26.25,0,720,724,4,0,0,3099,93.9,11,0,0,Apr-04,0,1,0,3,3,3,3,6,4,3,7,3,4,0,0,0,0
239,12000,3,12.49,401.39,B,B5,1391,10+ years,1,50000,0,2014/10/1,0,0,472,3,17.28,1,660,664,8,0,0,3980,84.7,33,1,0,Sep-04,0,1,0,2,3,3,3,4,27,5,6,3,8,0,0,0,1
240,15000,3,12.74,503.54,C,C1,2750,10+ years,1,38000,1,2016/11/1,0,0,134,8,14.47,0,700,704,7,0,0,15167,75.8,10,0,0,Jun-06,0,1,0,6,6,6,6,7,1,7,9,6,7,0,0,0,0
241,8400,3,11.49,276.96,B,B5,5679,7 years,2,72000,0,2016/9/1,0,0,38,21,11.92,0,675,679,14,0,0,6201,22.2,23,1,0,Sep-94,0,1,0,3,8,8,4,8,4,12,16,8,14,0,0,0,4
242,6400,3,7.89,200.23,A,A5,36559,3 years,1,100000,1,2015/10/1,0,4,143,8,10.65,1,675,679,4,0,0,5526,69.1,5,0,0,Sep-10,4,1,0,1,1,1,1,2,2,1,2,1,4,0,0,0,0
243,20000,5,23.28,567.04,F,F2,12247,10+ years,0,100000,1,2012/10/1,0,4,434,2,10.84,0,670,674,8,0,0,25711,92.5,21,1,0,Mar-95,1961,1,0,3,6,6,3,7,5,6,14,6,8,0,0,0,1
244,27325,5,14.99,649.92,C,C5,248,5 years,0,80000,1,2015/2/1,1,2,247,32,11,2,675,679,12,0,0,6639,59.8,26,0,0,Jan-05,5,1,6,1,2,2,1,2,17,3,8,2,12,0,0,0,1
245,20000,3,11.44,658.95,B,B4,412,10+ years,0,77000,1,2016/11/1,0,0,123,12,16.43,0,660,664,10,0,0,10976,57.8,24,0,1,May-05,0,1,2,5,7,7,5,8,2,7,14,7,10,0,0,0,3
246,3825,3,25.83,153.77,G,G2,188567,2 years,2,13000,0,2014/8/1,0,5,560,44,35.64,2,685,689,13,0,0,2938,42.6,16,1,0,Oct-08,6,1,0,0,1,1,1,1,14,2,2,1,13,0,0,0,3
247,21000,5,19.05,545.33,D,D4,219685,1 year,2,80000,2,2012/9/1,1,5,19,14,16.13,0,685,689,20,0,0,14314,36.9,26,1,0,Jul-03,299,1,0,4,8,8,5,9,9,12,16,8,20,0,0,0,1
248,14375,3,11.44,473.62,B,B4,172952,9 years,0,50000,0,2014/11/1,0,4,31,2,25.61,0,660,664,5,0,0,39855,80,11,1,0,Jul-07,4,1,0,3,3,3,3,6,0,3,7,3,5,0,0,0,0
249,5000,3,16.59,177.25,D,D1,206123,1 year,1,19000,1,2014/3/1,0,0,476,5,27.8,0,665,669,5,0,0,1728,69.1,7,0,0,Aug-10,0,1,0,1,3,3,1,2,2,3,5,3,5,0,0,0,2
250,23000,3,5.32,692.64,A,A1,134815,2 years,1,230000,1,2016/3/1,0,0,136,8,9.11,0,770,774,12,0,0,16565,23.2,42,0,0,Jan-01,0,1,0,5,6,6,6,14,17,8,21,6,12,0,0,0,2
251,25000,3,12.49,836.23,B,B5,9,1 year,1,87500,1,2014/7/1,0,4,335,8,16.47,0,665,669,16,0,0,24543,84.6,19,1,0,Jun-90,4,1,0,12,14,14,12,13,1,15,18,14,16,0,0,0,1
252,1200,3,10.49,39,B,B2,65678,7 years,0,75000,1,2017/1/1,0,7,97,12,21.28,0,675,679,9,0,0,16919,43.9,22,0,0,Dec-06,8,1,0,1,5,5,1,1,14,6,7,5,9,0,0,0,3
253,29400,5,27.79,911.68,F,F5,22358,6 years,2,70000,2,2016/10/1,1,5,718,19,26.69,0,675,679,9,0,0,1928,37.1,12,1,0,Dec-06,6,1,1,2,2,2,5,5,5,6,7,2,9,0,0,0,2
254,18400,5,11.44,404.11,B,B4,4129,8 years,0,110000,0,2017/1/1,0,0,63,14,23.17,0,755,759,16,0,0,13029,43.3,35,0,0,Oct-02,0,1,0,2,4,4,4,7,22,9,13,4,16,0,0,0,3
255,15275,5,27.88,474.5,G,G3,97,< 1 year,1,57000,1,2015/8/1,0,0,102,26,22.91,0,675,679,11,0,0,12670,66.7,18,1,0,Jun-05,0,1,0,3,4,4,3,3,12,5,6,4,11,0,0,0,4
256,4000,3,11.39,131.7,B,B3,140401,5 years,2,69700,1,2017/2/1,0,4,255,9,11.73,0,685,689,6,0,0,11836,62.3,15,1,0,Jul-05,4,1,0,3,3,3,4,9,4,4,10,3,6,0,0,0,1
257,16100,3,16.99,573.93,D,D3,54,,2,35000,0,2015/12/1,0,0,32,21,24.62,0,715,719,26,0,0,20583,25.9,35,0,0,Jul-85,0,1,0,8,14,14,14,19,0,26,35,15,26,0,0,0,2
258,12000,3,11.67,396.69,B,B4,38,10+ years,0,71741,1,2014/7/1,0,4,303,9,7.74,0,680,684,9,0,0,15306,45.4,24,0,0,May-89,4,1,1,4,7,7,4,12,1,8,19,7,9,0,0,0,4
259,10000,3,11.49,329.72,B,B5,2973,6 years,0,38000,2,2016/6/1,0,4,480,8,21.86,0,700,704,11,0,0,10554,40.3,15,1,0,Mar-08,4,1,0,6,7,7,7,7,3,9,11,7,11,0,0,0,2
260,18000,3,18.92,659.09,D,D4,206471,10+ years,0,80000,1,2014/3/1,0,0,460,27,25.28,0,690,694,13,0,0,33278,87.1,30,1,0,Jul-83,0,1,0,4,8,8,4,4,11,9,12,8,13,0,0,0,4
261,13425,3,8.18,421.81,B,B1,54,,1,28000,2,2015/8/1,0,4,263,0,23.02,0,730,734,12,0,0,9993,35.4,24,1,0,Jan-93,4,1,0,4,4,4,8,11,3,10,21,4,12,0,0,0,0
262,17000,3,9.8,546.95,B,B3,13,4 years,0,135000,1,2016/1/1,0,0,77,7,17.5,1,680,684,32,0,0,22951,44.1,53,0,0,Jan-99,2,1,0,8,16,16,9,12,17,26,33,17,32,0,0,0,6
263,8000,3,12.62,268.09,C,C1,6136,6 years,0,65000,0,2017/8/1,0,0,49,12,30.45,1,660,664,9,0,0,34794,86.8,26,0,0,Dec-94,0,1,0,3,4,4,3,8,5,6,17,4,9,0,0,0,0
264,10000,3,10.15,323.38,B,B2,720,10+ years,0,36984,1,2014/7/1,0,0,241,7,13.72,0,695,699,9,0,0,11707,56,23,1,0,Mar-99,0,1,0,2,7,7,2,3,5,8,14,7,9,0,0,0,0
265,10000,3,8.49,315.63,B,B1,1086,2 years,0,55000,0,2015/12/1,0,0,576,23,24.5,0,710,714,11,0,0,17448,47.8,25,0,0,Nov-06,0,1,0,2,7,7,2,4,9,8,15,7,11,0,0,0,3
266,15150,5,14.33,355.12,C,C5,21571,10+ years,0,50000,0,2015/11/1,1,0,5,4,32.19,0,695,699,18,0,0,31111,54.6,19,0,0,Oct-95,0,1,0,10,12,12,12,12,2,15,15,12,18,0,0,0,5
267,10000,5,30.79,328.41,G,G1,46795,10+ years,0,70000,1,2018/1/1,0,0,228,24,20.32,0,685,689,5,1,1,6352,84.7,15,0,0,May-00,0,1,0,2,2,2,2,3,6,2,6,2,5,0,0,0,2
268,35000,3,22.95,1353.93,F,F1,328367,4 years,1,92000,1,2012/11/1,0,0,324,10,17.55,0,660,664,10,0,0,46915,88.4,34,1,0,Sep-89,6897,1,0,6,7,7,7,18,14,9,20,7,10,0,0,0,1
269,35000,5,16.49,860.28,D,D3,62,10+ years,0,160000,2,2015/1/1,0,0,526,20,15.3,1,690,694,11,0,0,43334,85.3,23,0,0,Aug-98,0,1,0,5,7,7,5,8,7,7,11,7,11,0,0,0,4
270,20000,3,7.35,620.75,A,A4,97,10+ years,2,145000,1,2017/12/1,0,3,162,2,24.37,0,720,724,11,0,0,10321,19.2,16,0,0,Jun-06,3,1,0,2,2,2,7,8,8,7,8,2,11,0,0,0,2
271,5500,3,12.73,184.62,C,C1,241640,2 years,1,62472,0,2010/4/1,0,3,42,26,10.58,0,680,684,6,0,0,1463,17.2,13,1,0,Jan-03,15459,1,,,,,,,,,,,,,,,
272,9000,3,11.49,296.75,B,B5,9135,4 years,1,54500,2,2017/4/1,0,4,19,14,12.9,1,670,674,3,0,0,13117,70.9,17,0,0,Nov-00,4,1,1,2,2,2,2,8,5,2,11,2,3,0,0,1,0
273,6000,3,11.98,199.23,B,B5,385,4 years,0,48193,1,2018/4/1,0,0,624,27,21.61,0,695,699,12,0,0,27088,76,17,0,0,Aug-01,0,1,0,4,9,9,4,4,4,9,10,8,12,,0,0,0
274,6000,3,13.99,205.04,C,C4,1408,< 1 year,0,40000,2,2016/1/1,0,0,373,13,38.01,0,690,694,12,0,0,9082,40.7,50,0,0,Oct-99,0,1,0,2,4,4,2,7,35,6,15,4,12,0,0,0,2
275,20000,3,11.53,659.81,B,B5,98946,7 years,0,55000,1,2015/2/1,0,4,412,13,17.7,0,680,684,14,1,1,13978,36.9,18,1,0,Jun-06,4,1,0,3,8,8,4,7,2,12,15,8,14,0,0,0,1
276,15000,5,19.19,390.68,E,E3,11281,8 years,1,46000,0,2015/7/1,1,4,514,13,22.02,0,670,674,10,0,0,16273,80.6,20,1,0,Sep-03,4,1,0,3,4,4,3,5,5,7,14,4,10,0,0,0,2
277,8000,3,7.07,247.28,A,A2,3489,10+ years,2,79000,0,2017/6/1,0,2,195,38,15.67,0,775,779,13,0,0,12126,18,23,0,0,May-82,5,1,0,4,7,7,5,8,1,10,19,7,13,0,0,0,1
278,5700,3,20.49,213.26,E,E4,95899,10+ years,2,34000,1,2015/3/1,0,0,428,9,32.69,0,680,684,10,0,0,7733,57.7,13,0,0,Aug-01,0,1,0,3,5,5,4,5,4,8,9,5,10,0,0,0,3
279,28000,3,8.24,880.53,B,B1,5810,10+ years,0,162000,0,2017/5/1,0,0,491,30,16.47,3,755,759,16,0,0,78528,8.6,44,1,0,Jan-66,0,1,0,4,6,6,11,20,12,13,23,6,16,0,0,1,6
280,8000,3,9.99,258.1,B,B1,226574,< 1 year,1,53052,1,2011/8/1,0,5,542,14,18.95,0,730,734,4,0,0,4556,53.6,7,1,0,Mar-05,5573,1,,,,,,,,,,,,,,,
281,6000,3,8.39,189.1,B,B1,482,10+ years,1,100000,0,2016/2/1,0,8,276,20,12.18,0,670,674,8,1,1,9998,47.2,18,0,0,Mar-92,9,1,0,1,4,4,2,3,6,5,10,4,8,0,0,0,1
282,28000,3,14.09,958.2,B,B5,324857,10+ years,0,100000,1,2012/12/1,1,0,177,26,21.96,1,705,709,14,0,0,15917,68.6,40,1,0,Nov-98,50416,1,1,3,7,7,3,7,21,9,16,7,14,0,0,1,6
283,35000,5,23.33,993.32,F,F5,345238,10+ years,1,250000,1,2012/5/1,0,1,447,30,4.05,0,665,669,6,0,0,5396,67.4,22,1,0,Feb-99,58240,1,,,,,,,,,,,,,,,
284,15000,3,14.08,513.25,C,C3,54,,0,26952,0,2017/8/1,0,2,69,26,18.52,0,725,729,8,1,1,1169,9.7,10,1,1,Mar-02,5,1,0,1,2,2,2,3,2,7,8,2,8,0,0,0,2
285,12500,3,11.14,410.07,B,B2,321734,1 year,0,90000,1,2013/1/1,0,4,53,19,10.96,0,695,699,14,1,1,7980,80.6,15,1,0,May-88,38,1,0,6,6,6,7,8,5,8,9,6,14,0,0,0,1
286,20000,5,15.99,486.26,C,C5,252304,3 years,0,82000,2,2017/2/1,0,0,111,8,10.1,0,685,689,6,0,0,31154,88.3,10,0,0,Nov-04,0,1,0,5,5,5,5,5,2,5,6,5,6,0,0,0,1
287,6000,3,6.39,183.6,A,A2,55,5 years,0,125000,2,2015/5/1,0,1,134,8,4.62,0,800,804,12,0,0,8502,8.2,26,0,0,Jun-97,1,1,0,4,4,4,9,12,7,10,15,4,12,0,0,0,3
288,3500,3,13.99,119.61,C,C4,32827,1 year,1,36000,1,2015/6/1,0,0,543,13,20.9,1,675,679,15,1,1,2428,69.4,18,1,0,Nov-95,0,1,0,3,4,4,3,3,14,4,4,4,15,0,0,0,1
289,8000,3,7.26,247.97,A,A4,564,2 years,1,79000,2,2015/9/1,0,0,186,9,12.41,0,720,724,4,0,0,5391,85.6,7,0,0,Mar-06,0,1,0,2,2,2,2,4,3,2,4,2,4,0,0,0,1
290,13400,5,17.86,339.26,D,D5,24334,10+ years,2,45000,1,2015/7/1,1,0,19,14,33.04,0,715,719,16,0,0,10805,33.5,24,0,0,Dec-00,0,1,0,2,7,7,2,3,5,13,19,7,16,0,0,0,4
291,20425,3,30.89,877.06,G,G3,120553,10+ years,0,65000,2,2017/8/1,1,0,455,13,34.58,0,670,674,18,0,0,13759,44.1,24,0,0,Mar-03,0,1,0,7,14,14,8,10,6,15,18,15,18,0,0,0,10
292,15000,3,10.42,486.98,B,B3,112581,10+ years,1,86000,0,2018/2/1,0,0,491,30,19.86,0,680,684,10,0,0,10848,64.2,32,0,0,Mar-99,0,1,0,2,5,5,2,8,10,5,21,5,10,0,0,0,2
293,16000,3,5.32,481.84,A,A1,130915,7 years,2,65000,0,2016/3/1,1,0,511,13,10.17,0,800,804,8,0,0,5641,12.2,32,0,0,Apr-79,0,1,0,1,1,1,2,19,5,6,24,1,8,0,0,0,2
294,5000,3,12.49,167.25,B,B4,3239,10+ years,0,62000,1,2014/4/1,0,0,235,8,11.71,0,660,664,8,0,0,5484,53.8,14,1,0,Mar-00,0,1,2,3,4,4,4,4,3,5,8,4,8,0,0,0,2
295,15000,5,20.89,404.88,D,D4,4515,6 years,0,54000,1,2018/10/1,0,0,146,23,21.09,0,690,694,11,0,0,15285,80.4,21,0,0,Sep-05,0,1,0,3,7,7,3,5,9,7,9,7,11,0,0,0,2
296,26900,3,17.86,970.62,D,D5,4026,4 years,2,87000,2,2015/7/1,0,4,162,2,29.05,0,665,669,20,0,0,29572,78,24,1,0,Aug-01,4,1,0,7,18,18,7,7,4,18,20,17,20,,0,0,3
297,35000,3,13.33,1184.86,C,C3,346,10+ years,1,207000,2,2015/11/1,0,0,288,13,29.05,0,690,694,20,0,0,39467,72,48,0,0,Mar-00,0,1,0,5,7,7,6,9,33,9,12,7,20,0,0,0,9
298,9000,3,16.29,317.71,C,C4,54,6 years,0,69000,2,2013/3/1,1,4,227,35,25.41,0,660,664,14,0,0,17368,84.3,21,0,0,May-01,10406,1,0,9,11,11,9,11,6,11,14,11,14,0,0,0,4
299,18725,3,17.86,675.64,D,D5,20155,5 years,2,62000,1,2015/1/1,0,5,31,2,5.3,0,660,664,11,1,1,8448,51.8,32,1,0,Sep-01,6,1,1,4,6,6,5,15,5,7,22,6,11,0,0,0,1
300,7000,3,16.55,248.01,D,D2,13388,9 years,1,53000,2,2015/4/1,0,0,643,45,9.42,0,680,684,11,1,1,3743,22.5,13,1,0,May-07,0,1,0,3,5,5,6,6,2,10,11,5,11,0,0,0,3
301,24000,5,15.99,583.51,C,C5,731,< 1 year,0,122400,1,2016/11/1,1,0,132,12,12.23,1,675,679,16,0,0,8170,52.7,28,0,0,May-01,0,1,2,1,4,4,1,1,19,4,5,4,16,0,0,1,3
302,8000,3,11.39,263.39,B,B3,1870,10+ years,0,80000,1,2017/2/1,0,3,2,2,10.07,8,690,694,21,0,0,15108,39.1,36,0,0,Aug-01,3,1,0,7,16,16,7,8,14,18,20,16,21,0,0,0,6
303,20075,3,18.99,735.77,D,D3,7394,5 years,1,40164.8,1,2016/11/1,1,3,97,12,23.55,0,700,704,6,0,0,19711,61.2,9,0,0,Aug-08,3,1,0,3,5,5,3,3,3,5,6,5,6,0,0,0,0
304,5000,3,11.67,165.29,B,B4,54,,1,22000,2,2014/11/1,0,0,491,30,33.39,0,710,714,7,1,1,3064,31.3,18,1,0,Oct-94,0,1,0,2,2,2,3,12,3,5,15,2,7,0,0,0,2
305,14400,3,5.79,436.71,A,A2,219198,< 1 year,0,145000,1,2010/12/1,0,5,21,13,7.69,0,780,784,9,0,0,4500,9.4,21,1,0,May-96,10757,1,,,,,,,,,,,,,,,
306,9600,3,9.75,308.64,B,B3,152541,5 years,1,50000,1,2016/3/1,1,0,134,8,28.92,0,690,694,11,0,0,24176,68.5,22,0,0,Apr-97,0,1,1,6,9,9,6,15,1,9,19,9,11,0,0,0,0
307,28000,5,16.4,686.88,E,E1,232977,10+ years,1,275000,2,2011/3/1,1,6,115,8,6.8,0,730,734,11,0,0,28056,63.5,21,1,0,Nov-94,9047,1,,,,,,,,,,,,,,,
308,11325,3,6.49,347.05,A,A2,439,10+ years,0,101590,0,2014/8/1,0,0,4,3,10.91,0,715,719,11,0,0,13466,67.3,38,1,0,Jul-97,0,1,0,5,6,6,5,11,17,7,14,6,11,0,0,0,0
309,27000,5,10.99,586.92,B,B3,185920,10+ years,2,128000,1,2014/9/1,0,0,249,36,15.4,0,760,764,12,0,0,22594,31.5,17,0,0,Nov-84,0,1,0,5,7,7,7,7,5,9,11,7,12,0,0,0,0
310,21000,3,28.72,876.83,F,F1,2121,9 years,0,245000,1,2017/11/1,0,0,251,8,23.41,0,685,689,9,0,0,124865,94.8,24,0,0,Feb-06,0,1,0,6,6,6,6,9,10,6,10,6,9,0,0,0,0
311,10000,3,6.89,308.27,A,A3,412,10+ years,0,140000,1,2015/7/1,0,2,749,39,3.99,0,745,749,7,0,0,4250,15.9,47,0,0,Oct-01,5,1,0,2,3,3,2,19,8,4,33,3,7,0,0,0,6
312,6000,3,13.33,203.12,C,C3,96331,3 years,1,20160,1,2015/3/1,0,0,235,8,30.65,0,670,674,7,0,0,4924,69.4,10,0,0,Jan-07,0,1,0,3,5,5,3,4,2,5,8,5,7,0,0,0,2
313,6000,3,10.42,194.79,B,B3,120435,3 years,1,40000,1,2017/8/1,0,0,272,0,19.26,1,680,684,13,0,0,6744,40.4,17,0,0,Apr-02,0,1,3,2,9,9,2,4,2,11,14,9,13,0,0,0,5
314,12375,3,7.99,387.74,A,A5,896,,1,38000,0,2017/3/1,0,0,160,4,20.78,0,750,754,29,0,0,5670,20.5,59,1,0,Dec-02,0,1,0,2,2,2,4,5,48,4,10,2,29,0,0,0,0
315,6000,3,10.42,194.79,B,B3,9579,6 years,1,52150,1,2017/12/1,0,0,227,35,14.59,0,695,699,6,0,0,8247,53.2,24,0,0,Jun-08,0,1,0,2,3,3,3,5,14,4,10,3,6,0,0,0,1
316,15000,3,7.89,469.29,A,A5,103,6 years,0,64000,2,2015/5/1,0,0,38,21,8.63,0,675,679,10,0,0,14742,59.7,13,0,0,Jan-05,0,1,0,5,7,7,5,6,1,9,11,7,10,0,0,0,0
317,12000,5,15.31,287.44,C,C5,497,5 years,1,64800,0,2016/6/1,0,0,245,26,21.72,0,690,694,16,0,0,10340,35.9,37,0,0,Oct-04,0,1,1,4,7,7,6,11,17,13,20,7,16,0,0,0,4
318,2700,3,6.91,83.26,A,A5,235203,< 1 year,1,31200,0,2011/1/1,0,0,185,3,13.54,0,715,719,14,0,0,8992,79.4,19,1,0,Dec-97,10635,1,,,,,,,,,,,,,,,
319,30000,5,16.99,745.42,D,D3,533,8 years,0,70000,1,2015/10/1,0,0,201,2,31.17,0,705,709,15,0,0,26217,51.4,30,0,0,Jun-99,0,1,0,7,7,7,8,8,17,9,11,7,15,0,0,0,1
320,3125,3,19.99,116.13,E,E1,3128,8 years,1,68900,1,2016/2/1,1,0,145,8,15.03,3,670,674,11,1,0,8123,49.3,23,1,0,Feb-02,0,1,0,8,8,8,9,12,10,9,13,8,11,0,0,0,6
321,16000,5,15.61,385.79,D,D1,162,10+ years,0,60000,1,2015/5/1,1,2,735,2,12.34,0,660,664,6,0,0,21378,51.8,8,0,0,Sep-81,5,1,1,2,3,3,2,2,3,3,3,3,6,0,0,0,3
322,20000,3,10.99,654.68,B,B2,985,7 years,0,85000,1,2014/1/1,0,2,447,30,2.46,0,715,719,3,0,0,10182,30.5,21,1,0,Nov-99,1951,1,0,1,1,1,3,8,11,3,10,1,3,0,0,0,0
323,9000,3,10.99,294.61,B,B2,59327,< 1 year,2,83000,0,2013/10/1,0,4,4,3,16.83,0,675,679,8,0,0,13355,71.4,14,0,0,Jan-03,299,1,1,4,5,5,4,6,5,6,8,5,8,0,0,0,2
324,35000,5,23.99,1006.68,F,F2,754,10+ years,1,195000,2,2015/1/1,0,0,331,8,17.61,0,720,724,15,0,0,68309,51.6,31,0,0,Jun-87,0,1,0,4,8,8,6,9,5,13,22,8,15,0,0,0,2
325,30000,3,11.49,989.14,B,B5,36833,< 1 year,1,120000,1,2017/2/1,0,4,111,8,12.37,0,735,739,6,0,0,28047,64.9,19,0,0,Mar-02,4,1,0,4,4,4,4,6,8,4,7,4,6,0,0,0,0
326,20000,3,17.57,718.75,D,D4,8967,5 years,0,60000,2,2015/7/1,0,0,194,38,23.15,0,690,694,14,0,0,21877,63,45,1,0,Dec-01,0,1,2,3,5,5,3,11,7,12,35,5,14,0,0,0,6
327,20000,3,12.29,667.06,C,C1,1929,9 years,0,80000,0,2015/10/1,0,0,604,9,10.82,1,665,669,11,0,0,19886,55.4,26,0,0,Sep-99,0,1,0,3,8,8,3,5,6,10,15,9,11,0,0,0,2
328,5000,3,10.42,162.33,B,B3,368545,4 years,0,36000,0,2017/10/1,0,5,533,15,7.97,0,750,754,6,0,0,1233,8.2,13,0,0,Feb-04,6,1,0,2,4,4,2,3,6,4,5,4,6,0,0,0,5
329,8000,3,5.32,240.92,A,A1,148890,2 years,0,52000,1,2016/3/1,0,0,238,22,3.69,0,705,709,9,0,0,8770,59.3,25,0,0,Jul-01,0,1,0,1,2,2,2,9,7,8,17,2,9,0,0,0,1
330,24800,3,8.18,779.21,B,B1,62,7 years,0,112500,1,2015/10/1,0,0,374,37,15.13,0,725,729,9,0,0,30886,89.5,30,0,0,Jan-97,0,1,0,2,3,3,3,4,21,4,8,3,9,0,0,0,1
331,6000,3,6.03,182.62,A,A1,289730,10+ years,0,40000,0,2013/6/1,0,2,4,3,7.47,0,805,809,11,0,0,3342,4.1,19,1,0,Apr-95,38558,1,0,4,4,4,7,10,3,9,13,4,11,0,0,0,4
332,40000,3,10.42,1298.59,B,B3,6425,2 years,2,104000,1,2017/10/1,0,0,89,3,15.44,0,745,749,8,0,0,378,1.7,19,1,0,Feb-00,0,1,1,1,1,1,6,8,9,6,9,1,8,0,0,0,2
333,27125,5,17.27,678.08,D,D3,169692,1 year,0,75000,2,2016/1/1,1,0,313,43,16.69,0,685,689,11,0,0,7478,60.8,17,1,0,Dec-01,0,1,0,3,6,6,3,3,3,7,10,6,11,0,0,0,0
334,8000,3,10.99,261.88,B,B2,807,4 years,1,48000,0,2014/1/1,0,0,134,8,13.18,0,710,714,9,0,0,10898,31.2,12,0,0,Oct-06,0,1,0,6,7,7,6,7,3,7,9,7,9,0,0,0,3
335,16000,3,12.49,535.19,B,B4,368,2 years,1,47000,0,2014/3/1,0,0,72,10,28.26,0,680,684,9,0,0,5107,41.5,22,1,0,Jun-00,0,1,2,1,1,1,4,8,10,5,12,1,9,0,0,0,4
336,35000,5,18.94,906.77,D,D2,1777,4 years,0,253300,1,2018/10/1,0,0,499,13,14.7,0,755,759,24,1,1,4891,4.3,57,0,0,Oct-03,0,1,9,3,5,5,11,15,26,19,28,5,24,0,0,0,7
337,15125,5,12.05,336.83,C,C1,427,7 years,1,35000,1,2015/11/1,1,0,166,8,17.18,1,690,694,10,0,0,17712,74.1,28,0,0,Jul-98,0,1,0,6,8,8,6,15,11,8,17,8,10,0,0,1,2
338,8600,3,15.31,299.43,C,C4,67,9 years,0,63000,0,2014/3/1,0,5,116,14,14.35,0,660,664,8,0,0,4177,39.8,15,1,0,Mar-02,6,1,3,3,6,6,4,9,3,7,12,6,8,0,0,0,2
339,7200,3,8.59,227.59,A,A5,2763,4 years,0,82000,1,2016/10/1,0,0,266,31,21.95,0,690,694,16,0,0,19825,50.4,23,1,0,Feb-06,0,1,0,4,10,10,4,5,4,14,18,10,16,0,0,0,1
340,17500,3,8.49,552.36,B,B1,118,9 years,0,66000,0,2016/1/1,0,0,92,18,18.87,0,720,724,7,0,0,13273,54,13,0,0,Oct-96,0,1,0,3,3,3,4,5,3,4,7,3,7,0,0,0,1
341,22900,3,12.99,771.49,C,C1,184,10+ years,0,60000,1,2014/7/1,0,4,99,8,14.1,0,665,669,9,0,0,22891,73.4,23,1,0,Sep-02,4,1,2,5,7,7,6,10,2,8,17,7,9,0,0,0,0
342,35000,3,9.99,1129.19,B,B3,79017,10+ years,0,84498,2,2015/5/1,0,4,617,9,28.99,0,695,699,11,0,0,34758,80.5,20,0,0,Sep-02,4,1,0,5,6,6,5,6,6,8,11,6,11,0,0,0,0
343,10000,5,15.04,238.11,C,C4,21565,10+ years,2,54000,2,2018/3/1,0,4,676,0,14.02,1,700,704,29,1,1,3604,7.9,75,0,0,Nov-96,4,1,0,2,3,3,7,16,14,27,57,3,29,0,0,0,8
344,4000,3,7.97,125.3,A,A5,2713,2 years,2,72000,0,2017/7/1,0,0,152,14,12.62,0,740,744,9,0,0,12187,40.4,22,0,0,May-99,0,1,0,2,4,4,2,4,8,5,11,4,9,0,0,0,3
345,15000,5,21.99,414.2,E,E4,206183,10+ years,0,57000,2,2014/3/1,0,0,573,19,25.69,0,675,679,9,0,0,7835,68.7,53,1,0,Apr-01,0,1,0,2,2,2,2,23,23,3,26,2,9,0,0,0,5
346,8875,3,18.54,323.27,E,E1,10740,3 years,1,55000,2,2015/1/1,0,1,35,14,11.3,0,710,714,6,0,0,2339,11.9,9,1,0,Mar-93,1,1,1,5,6,6,5,5,3,6,6,6,6,0,0,0,1
347,9000,3,9.17,286.92,B,B2,2539,10+ years,2,125000,1,2015/2/1,0,4,0,0,22.59,2,675,679,15,0,0,9008,77.7,33,0,0,Oct-96,4,1,2,5,8,8,5,8,14,9,16,8,15,0,0,0,6
348,23550,5,20.49,630.37,E,E4,1915,10+ years,0,59000,1,2015/3/1,0,2,102,26,28.15,0,700,704,14,0,0,18011,97.4,36,1,0,Jun-02,5,1,0,3,3,3,3,6,25,3,9,3,14,0,0,0,2
349,14400,3,9.76,463.03,B,B3,1690,< 1 year,0,65000,1,2015/12/1,0,4,80,21,7.33,0,675,679,7,1,0,5652,41,20,1,0,Dec-05,4,1,2,2,2,2,4,7,5,5,12,2,7,0,0,0,3
